ISBN,comment,uid,username
 9787536455382,刘慈欣的作品在科学幻想以外的部分价值为零，有些甚至是负值。3星。,-1,天蓬副元帥
 9787536455382,据闻是大刘自三体后最出名最贴近理论的一本小说了，先不论球状闪电的现实科学依据（总感觉量子力学不是那回事），书中有两点让我觉得很是莫名其妙。第一是中国为什么突然和其他国家世界大战了，又为什么奇迹般害怕烧死芯片而胜利了，这一转折实在太生硬了。第二是科学家一下从主人公“我”跳到了丁仪，于是“我”只能打酱油的在球状闪电研究中擦擦边了。至于故事里那个女军人，刻画的也就不过如此，可谓是两面性的厉害--表面很刚...,-1,Soo Yung
 9787536455382,其实三体里的科学概念都比较好理解，看这本因为没学过高级物理，到了波粒二象性和量子化的部分就比较难完整的想象出来。读了刘慈欣自己写的后记，应证了自己的一些感受，球状闪电着重塑造一样东西，并不是一个完整的世界的科幻想象。所以从效果上来说，没有那么恢宏，但是单从这一样东西出发，我觉得球状闪电在书里的构想依然让人佩服想象力的伟大。虽然我们的视野和思考深度被塑造我们的世界和物质限制住了，在目前的人类发展程度...,-1,小晨
 9787536455382,日，给五星，大刘的长篇让我又回到90年代，变成那个老爱往天上看的家伙了。,-1,八月槎
 9787536455382,只要不想到我高中物理老师的脸，物理是多么性感啊。,-1,王大根
 9787544752473,难道只有我欣赏不了特德姜？,-1,闲人
 9787544752473,大段科学解释读得晦涩异常，并不属于我的阅读谱系，论想象力的丰富及描述之美，博尔赫斯无疑是更高阶；当然，对于我等猎奇心重的科学白痴来说，某些段落还真是瞠目结舌，期待电影的视觉具象化。印象深刻的几点：1、不仅存在具象的宇宙，还存在语义的宇宙（论述语言学真的太博尔赫斯了）；2、名字成为繁殖的密码；3、接近终极规律，光芒万丈的知识万象，是宇宙的黄钟大吕；4、起点即是重点，圆形是终极存在方式（又是博尔赫斯意...,-1,欢乐分裂
 9787544752473,特德.姜与其说是在写科幻小说，不如是说在写宗教幻想小说，或者哲学幻想小说。他扩展了科幻小说的范畴，情节并不突出，而是各种充满想象的细节，思考的过程和转折，基本是趟思维之旅。,-1,荞麦
 9787544752473,“无条件也是一种条件”,-1,大胡子阿细
 9787544752473,特德-姜的科幻小说并非基建于“点子”，而是靠“点子”维持、充溢着源源不断的“点子”。范式迥异的故事涵括在了一部短篇集中，分别探讨道德的界限、世界的本质、语言习惯和思维习惯的神秘联系、人的天然审美权利和繁衍权利。在特德-姜的小说中，超级智商能够抽丝剥茧地白描出来，外祖母悖论可以演绎得深情动人，魔法可以与科幻糅合不悖。他的科幻小说与其说是叙写科幻，莫不如说呈示了处于未知道德环境下人类的选择与羁绊。,-1,Fabio法布
 9787544779319,这才是一部科幻作品该有的封面。非常喜欢「焦虑是自由的晕眩」，姜老师太擅长写“如果知道了结局是否还有勇气经历一切”这类话题。宇宙间一切皆不可测，唯有怀着平静和学习的心情经历每一个当下，希望自己也能成为他这样理性逻辑强且温柔的人吧。很喜欢每个Story Notes. :p ,-1,iamrebecca
 9787544779319,评分高得吓人。可是从头读到尾，没有一丝波澜，故事总是有头无尾，文字平淡。到最后一个故事实在是看不下去了，匆匆翻完了事。这大概是我看过最没劲的科幻了吧。,-1,老虎娘
 9787544779319,增添了之前没出版过的四个短篇。他的作品在我读来总带一种像是毛边的圣光，不是溢美，大概是人文主义的加持吧，总觉得既思辨，又温暖。,-1,伊夏
 9787544779319,本书是短篇科幻小说的合集。前面两个故事很好，很有想法，也很精彩。但是，后面几个故事就不是我的菜了。,-1,知行不一
 9787544779319,我觉得可能是那种……仿佛育儿哲学的气质吓到我了……,-1,アキラ
 9787539983356,"心里空荡荡。
夜里突然收到整个银河系发来的回应。",-1,灿烂生·活
 9787539983356,"《基地》系列在这套“银河帝国”中,被编排为一到七,但排序非常奇怪,既没有按照书的写作顺序,也没有按照故事的时间线顺序。假设我们用故事的时间线顺序把《基地》的七本书排成一、二、三、四、五、六、七的话,这套书的排列顺序则是三、四、五、一、二、六、七。如果你购买的是这套《基地》,我建议的阅读顺序有两种:或者严格按照原著小说的写作顺序来阅读,就是一、二、三、六、七、四、五;或者按照故事的时间线顺序来阅读,...",-1,【已注销】
 9787539983356,这个系列反倒是最早写的几篇最好，就是基地刚成立，那个市长、行商的故事，带有很强的政治隐喻，后来的故事没有那么锐利了。,-1,骑桶人
 9787539983356,這種書 就該時不時的拉出來擼,-1,Zephyr
 9787539983356,阿西莫夫真正诠释了什么叫螳螂捕蝉黄雀在后，丹尼尔这个黄雀出场如此少，搞得我总以为全世界都被他控制了，如果阿西莫夫还活着，菲龙能再来一个控制逆转就好了,-1,Aiba Starry
 9787806574317,"实在是太好看了，百科全书式小说
",-1,Amberose
 9787806574317,比我当年看时，再小一点的时候看就好了......,-1,夏阳
 9787806574317,翻了二十页也没能找到当年那本书的封面，令人扫兴，还记得是有拼音标注的呢。刘慈欣说凡尔纳是科幻小说家，感觉有点小奇怪，不过当年真的是喜欢<海底两万里>. 情节上很有趣、记忆犹新。如果说科幻的话，之后要好好读阿瑟克拉克的<太空漫游>四部曲。,-1,Soo Yung
 9787806574317,启蒙啊~~,-1,Sophie  Z
 9787806574317,前进在鹦鹉螺号上的无尽幻想，大大的章鱼和奇妙的海底世界,-1,文泽尔
 9787532170692,人类对太空的想象，到《2001：太空漫游》为止。,-1,本杰明
 9787532170692,"感觉完爆我之前看的所有科幻小说，服了。
把其他小说爆的渣都不剩，我了个大艹。",-1,不想起床啊
 9787532170692,如果有多一张太空漫游的船票，你会跟我走嘛？（新版赠送的船票让我的少女心爆棚）,-1,夜夜夜猫子
 9787532170692,电影版流浪地球确实是拙劣的模仿,-1,freetimeboy
 9787532170692,"《2001:太空漫游》作者（毒舌boy）克拉克曾说：“如果你觉得看懂了《2001:太空漫游》，那一定是我和库布里克搞错了。”
今天每一个活着的人身后，都立着30个鬼魂——30:1，正是死去的人与活人的比例。开天辟地以来，在地球上活过的人大约总共一千亿。这是个有趣的数字，因为说巧不巧，我们所在的这个宇宙，也就是银河系，也有大约一千亿颗星星。因此，每一个在地球上活过的人，在这个宇宙里都有一颗对应的星星...",-1,欧拉的白金之星
 9787539978529,这本书终于让我明白了自己的问题：我应该去找一个理者或者抚育者男朋友，结果找来找去都是和情者拍拖。,-1,玑衡
 9787539978529,阿西莫夫说这本小说是他最喜欢的作品，我估摸着大概是关于外星人的生存及繁衍形态的第二部分，他的脑洞开得实在太大，让他颇为自得。其实换个角度看，不过就是以3P解决了人类的双性恋倾向问题嘛。第三部分比较潦草，把神们撂到了一边。本来他肯定是想批判一下虚伪的神性的，但不知怎么就放弃了，问题解决得太过轻易，最后一个莫名其妙的爱情故事也写得照例让人想吐血。平行宇宙乃至无穷多个平行宇宙、在宇宙之间进行能量交换的设...,-1,小克
 9787539978529,老实说一句，第三部分收得不够好，月球分离主义这个内容在整个故事中可谓突兀。,-1,ଲ ଲ ଲ
 9787539978529,三星半。传说中的神作没有达到预期啊……前两部分很棒，但是第三部分好潦草，结局更是平淡无奇。,-1,辰大光
 9787539978529,刘慈欣把整个银河系都压平了，都赶不上阿西莫夫最后的两句调情。和大师之间差的就是情怀。,-1,比多
 9787547055946,少见的关于装置艺术的小说。有关艺术品工艺的刻画有细节，提到了蚀刻玻璃，康熙年间宫廷造办处的玻璃制作配方。,-1,哨音
 9787547055946,爱是一件难以去讲道理的事。董回音爱马骁，马骁爱前女友，其实他们谁跟谁都不合适，但爱就是发生了，什么力量都阻止不了。董回音有超能力也控制不了自己爱上了不该爱的人，超能力对她来说不如没有，她本来缺的就不是超能力能够带给她的。如果她是个普通女孩，马骁反而更可能会接受她。,-1,猴头
 9787547055946,董回音要追求的方法论是个虚无缥缈的概念，她用这个做借口逃避了很多问题。马骁应该是感觉到了，所以总对她冷嘲热讽，实际上也是在帮她唤醒自我的力量。故事的明线是董回音想要给予马骁什么，暗线却是她一直从马骁那里收获。最后两人算是分别跟自己和解了。,-1,戛剑生
 9787547055946,从朋友那里借阅了之后脑子里第一件事便是要搜索作者其他书籍购买观看。,-1,Ethan
 9787547055946,女主的生活方式就很梦幻，虽然小时候有点惨，但物质条件太好了。马骁不愿意和她在一起，很大程度上是因为不愿牵扯太多物质的东西吗？能看出来马骁非常清高。但很奇怪的是陆一舟为什么不直接追女主，他那么需要钱。,-1,每场戏都是主角
 9787544258609,故事中男女主人公从头到尾没有一句对白，经典。,-1,Miley
 9787544258609,"他们只是想保护自己的灵魂。雪穗从不以真面目示人。亮司则至今仍在黑暗的通风管中徘徊。",-1,小蓝。
 9787544258609,心理变态男女杀人放火互利共生的糟心故事 突然想起宫斗剧台词。。再冷 也不该用别人的血来暖自己,-1,卡丽
 9787544258609,一般推理小说让读者做侦探。作者是最后的法官。。。东野圭吾一点都不屑这一套。把所有的线索一点点浮现出来，任由你拼凑组合，却直到最后一页也不肯把真相说死说穿。是是非非十九年。原来我们才是这个故事最后的法官。,-1,☂3呼
 9787544258609,张无忌的妈妈也说过 不要轻易相信漂亮女人 她们的演技和城府都是你无法想象的 无删减版本比之前的版本多了关于性的描写 阴茎和乳房等词汇也直接被接纳进来 前十章用来构建人物关系和埋下案件伏笔 从第十章开始抽丝剥茧地隐现真相 枪虾和虾虎鱼（雪穗和桐原）的关系日渐明朗 遗憾的是关于后半段作者的笔锋开始出现倦怠 没有给出很完整明确的指示或者暗示 对于最后整体的真相的揭露也并没有很吃惊 除了娈童之外 其他的因...,-1,麋鹿橙
 9787532175512,一点都不说教的社会派推理，不会有一大堆莫名其妙的线索从天而降，多层反转一点都不突兀，好看！,-1,孟德尔の豌豆姬
 9787532175512,我其实挺烦日本作家把杀人描写的有多么多么反人性，就像现在的反种族歧视，简直成了一种政治正确，好像不这么写就等于自绝于人民似的。哪有那么多人真会对杀人产生生理性的排斥，日本人也一样，都是嘴上说得像花一样。另外这个翻译真的是……一言难尽。,-1,丁丁虫
 9787532175512,法律的每一次修改和补充背后，都深藏着段段悲剧。,-1,让爱先行
 9787532175512,结局看得我他妈的无比暴躁,-1,吕归尘
 9787532175512,案子本身挺一般的，如果只是作为侦探小说的话我不怎么喜欢，但是在找出真相的过程里讨论死刑的必要性很出色，被执行死刑的人，面临死刑的人，执行死刑的人，死刑对于不同罪犯的意义以及对于社会的意义在故事里都有公平的表述，也应该是本书的重点，通过这样一个故事写出来，虽然可能最终很难有个共识，因为本身每个人面对的困境是不一样的，但这种叙述表达方式我觉得很棒，让人想起大卫戈尔的一生，也是某种意义上的殉道吧。,-1,巨米雨
 9787555911425,好吧，拿到实体书前还是忍不住看完了电子版！不多说，神作无疑，其中又以Y的绑架独占鳌头，前三篇加起来都不如Y的最后结局，尤其是犯人揭晓的那一刻，惊惧全身！！！小剧透：房客还是忠厚人呐！！！,-1,みた御手洗め
 9787555911425,"这一本神作终于引进了！激动到哭泣！
几年前刚入推圈就对这一本小说有所耳闻，读罢才明白大家所言非虚。这是大山的出道作，也是他最棒的一本，正所谓出道即巅峰。两本日文原版在诸位严苛的推圈友邻打分之下，居然都接近10分！
四篇各有所长，尤其是最后一篇Y的绑架，可以说就是满分神作。死亡留言、多重反转，切入巧妙，诡计惊人，这才是推理小说真正的样子。
简体顺利引进，激动的同时，也希望我最爱的大山老师有朝一日可以...",-1,小侨同学Joe
 9787555911425,"怎么说呢，看之前知道本作名声在外，但当我怀着无比期待的心情阅读之后，特别是看完前三篇，我个人觉得虽不至于说不好，但和事先朋友口中那一片叫好的评论来对比，那反差也太大了吧。直到看完最后一篇Y，我才了解为何本作备受好评。
让我总结一下，前三篇脑洞确实有，但是脑洞和逻辑的结合实在是过于牵强，很多时候都有些硬来的感觉。但最后一篇，最后的部分可谓是脑洞三连，而且每个脑洞和逻辑的结合都是合情合理，丝毫没有任何...",-1,奇想·民工道长
 9787555911425,"收到了实体书，又重新翻看了一遍p,c,y三篇的解答篇，依旧喜欢得不得了，这本书是我心目中日系推理排名第一的作品。p的秀逸推理方式，c的神之切入点，y的多重反转，大山老师真的是将毕生才华交给了这个系列，我喜欢《字母表谜案》喜欢到甚至可能会偏激地说出“字母表后再无大山”这种话，强推给还没看过的朋友，也好希望自己能失忆，这样就能再看一遍这本书了。（读客《华生力》gkd！）
具体评价如下：https://...",-1,舟亢
 9787555911425,"神作引进了神作引进了神作引进了！！！！

（在日文版里的短评）
豆瓣最高只能打五星。F平庸，其他三篇个个佳作神作。
P的易拉罐解答、C的来历、Y的真正意义，给我看傻了，但本已经是上乘之作的PFC三篇加一起都不如一个Y。
看完Y我整个人原地懵逼坐过一站地铁，这伏线，这布局，这解答，大山老师是怎么写出来的？我体会到了凡人仰望神的心情。",-1,C.C.C.
 9787555910749,挺难看挺无聊的，这样的叙诡一点都没有新意啊。不知道是原著就不行还是翻译的问题，给人的感觉就像是小学生流水账日记。,-1,茶泡饭君
 9787555910749,当你以为这本书是一种正常叙事的结构进行的时候，没想到竟然采用的是两条故事线同时进行的叙事方式，然后在一个匪夷所思的时间点，汇集一处，方才令人恍然大悟。因恨生恨进行报复的剧情并不少见，但因恨引发他人内心深处的黑暗，以至于造成无法挽回的结果，始作俑者的你会如何看待？事件的发展并没有依照自己心中所想的那样进行下去，西奥作为心理治疗师和心理病人的这两种身份，试图去拯救美丽、沉默、涉嫌杀死丈夫的艾丽西亚，然...,-1,浅蓝的摩卡
 9787555910749,当时间点揭晓的时候，我大喊一声：牛批！,-1,茜茜妹
 9787555910749,想到一句话：女人为什么要杀人？他们在杀人前就已经被杀死了。真的极其适合这本悬疑。结局反转太巧妙了，而谋杀动机更是让人惊愕，读完久久缓不过神。,-1,夜夜夜猫子
